k,TP_maintained_risky,FP_unnecessary_maintenance,TN_correct_no_maintenance,FN_missed_risky_cases,false_negative_rate,false_positive_rate,total_cost,average_cost_per_sample,dataset,cost_fp,cost_fn,maintenance_threshold
2.0,1071,3035,6168,21,0.019230769230769232,0.32978376616320765,5135.0,0.49878581835842645,FD002,1.0,100,20
0.0,338,28,4260,82,0.19523809523809524,0.0065298507462686565,192.0,0.04078164825828377,FD003,1.0,2,20
0.05,343,32,4256,77,0.18333333333333332,0.007462686567164179,186.0,0.0395072217502124,FD003,1.0,2,20
0.1,344,36,4252,76,0.18095238095238095,0.008395522388059701,188.0,0.03993203058623619,FD003,1.0,2,20
0.15,347,38,4250,73,0.1738095238095238,0.008861940298507462,184.0,0.03908241291418862,FD003,1.0,2,20
0.2,352,42,4246,68,0.1619047619047619,0.009794776119402986,178.0,0.037807986406117246,FD003,1.0,2,20
0.25,357,44,4244,63,0.15,0.010261194029850746,170.0,0.03610875106202209,FD003,1.0,2,20
0.3,361,47,4241,59,0.14047619047619048,0.010960820895522388,165.0,0.035046728971962614,FD003,1.0,2,20
0.35,366,51,4237,54,0.12857142857142856,0.01189365671641791,159.0,0.03377230246389125,FD003,1.0,2,20
0.4,369,57,4231,51,0.12142857142857143,0.013292910447761194,159.0,0.03377230246389125,FD003,1.0,2,20
0.45,372,63,4225,48,0.11428571428571428,0.014692164179104478,159.0,0.03377230246389125,FD003,1.0,2,20
0.5,374,71,4217,46,0.10952380952380952,0.01655783582089552,163.0,0.03462192013593883,FD003,1.0,2,20
0.55,376,79,4209,44,0.10476190476190476,0.01842350746268657,167.0,0.035471537807986404,FD003,1.0,2,20
0.6,381,85,4203,39,0.09285714285714286,0.019822761194029852,163.0,0.03462192013593883,FD003,1.0,2,20
0.65,383,93,4195,37,0.0880952380952381,0.021688432835820896,167.0,0.035471537807986404,FD003,1.0,2,20
0.7,386,99,4189,34,0.08095238095238096,0.02308768656716418,167.0,0.035471537807986404,FD003,1.0,2,20
0.75,391,104,4184,29,0.06904761904761905,0.024253731343283583,162.0,0.034409515717926935,FD003,1.0,2,20
0.8,393,111,4177,27,0.06428571428571428,0.025886194029850745,165.0,0.035046728971962614,FD003,1.0,2,20
0.85,393,118,4170,27,0.06428571428571428,0.02751865671641791,172.0,0.03653355989804588,FD003,1.0,2,20
0.9,393,131,4157,27,0.06428571428571428,0.03055037313432836,185.0,0.03929481733220051,FD003,1.0,2,20
0.95,394,141,4147,26,0.06190476190476191,0.032882462686567165,193.0,0.04099405267629567,FD003,1.0,2,20
1.0,396,156,4132,24,0.05714285714285714,0.036380597014925374,204.0,0.04333050127442651,FD003,1.0,2,20
1.05,399,168,4120,21,0.05,0.03917910447761194,210.0,0.044604927782497875,FD003,1.0,2,20
1.1,401,182,4106,19,0.04523809523809524,0.042444029850746266,220.0,0.04672897196261682,FD003,1.0,2,20
1.15,403,194,4094,17,0.04047619047619048,0.045242537313432835,228.0,0.048428207306711976,FD003,1.0,2,20
1.2,404,209,4079,16,0.0380952380952381,0.04874067164179104,241.0,0.05118946474086661,FD003,1.0,2,20
1.25,404,226,4062,16,0.0380952380952381,0.052705223880597014,258.0,0.05480033984706882,FD003,1.0,2,20
1.3,406,251,4037,14,0.03333333333333333,0.05853544776119403,279.0,0.05926083262531861,FD003,1.0,2,20
1.35,406,274,4014,14,0.03333333333333333,0.06389925373134328,302.0,0.06414613423959219,FD003,1.0,2,20
1.4,407,295,3993,13,0.030952380952380953,0.06879664179104478,321.0,0.06818181818181818,FD003,1.0,2,20
1.45,409,321,3967,11,0.02619047619047619,0.07486007462686567,343.0,0.07285471537807986,FD003,1.0,2,20
1.5,412,338,3950,8,0.01904761904761905,0.07882462686567164,354.0,0.0751911639762107,FD003,1.0,2,20
1.55,415,359,3929,5,0.011904761904761904,0.08372201492537314,369.0,0.07837723024638912,FD003,1.0,2,20
1.6,416,376,3912,4,0.009523809523809525,0.08768656716417911,384.0,0.08156329651656755,FD003,1.0,2,20
1.65,417,402,3886,3,0.007142857142857143,0.09375,408.0,0.08666100254885302,FD003,1.0,2,20
1.7,417,428,3860,3,0.007142857142857143,0.09981343283582089,434.0,0.09218351741716228,FD003,1.0,2,20
1.75,417,468,3820,3,0.007142857142857143,0.10914179104477612,474.0,0.10067969413763807,FD003,1.0,2,20
1.8,417,511,3777,3,0.007142857142857143,0.11916977611940298,517.0,0.10981308411214953,FD003,1.0,2,20
1.85,417,550,3738,3,0.007142857142857143,0.12826492537313433,556.0,0.11809685641461343,FD003,1.0,2,20
1.9,418,581,3707,2,0.004761904761904762,0.13549440298507462,585.0,0.12425658453695837,FD003,1.0,2,20
1.95,418,637,3651,2,0.004761904761904762,0.14855410447761194,641.0,0.13615123194562448,FD003,1.0,2,20
2.0,418,675,3613,2,0.004761904761904762,0.1574160447761194,679.0,0.14422259983007646,FD003,1.0,2,20
0.0,338,28,4260,82,0.19523809523809524,0.0065298507462686565,438.0,0.09303313508920985,FD003,1.0,5,20
0.05,343,32,4256,77,0.18333333333333332,0.007462686567164179,417.0,0.08857264231096007,FD003,1.0,5,20
0.1,344,36,4252,76,0.18095238095238095,0.008395522388059701,416.0,0.08836023789294817,FD003,1.0,5,20
0.15,347,38,4250,73,0.1738095238095238,0.008861940298507462,403.0,0.08559898045879354,FD003,1.0,5,20
0.2,352,42,4246,68,0.1619047619047619,0.009794776119402986,382.0,0.08113848768054376,FD003,1.0,5,20
0.25,357,44,4244,63,0.15,0.010261194029850746,359.0,0.07625318606627018,FD003,1.0,5,20
0.3,361,47,4241,59,0.14047619047619048,0.010960820895522388,342.0,0.07264231096006797,FD003,1.0,5,20
0.35,366,51,4237,54,0.12857142857142856,0.01189365671641791,321.0,0.06818181818181818,FD003,1.0,5,20
0.4,369,57,4231,51,0.12142857142857143,0.013292910447761194,312.0,0.06627017841971113,FD003,1.0,5,20
0.45,372,63,4225,48,0.11428571428571428,0.014692164179104478,303.0,0.06435853865760408,FD003,1.0,5,20
0.5,374,71,4217,46,0.10952380952380952,0.01655783582089552,301.0,0.06393372982158028,FD003,1.0,5,20
0.55,376,79,4209,44,0.10476190476190476,0.01842350746268657,299.0,0.0635089209855565,FD003,1.0,5,20
0.6,381,85,4203,39,0.09285714285714286,0.019822761194029852,280.0,0.059473237043330504,FD003,1.0,5,20
0.65,383,93,4195,37,0.0880952380952381,0.021688432835820896,278.0,0.059048428207306713,FD003,1.0,5,20
0.7,386,99,4189,34,0.08095238095238096,0.02308768656716418,269.0,0.05713678844519966,FD003,1.0,5,20
0.75,391,104,4184,29,0.06904761904761905,0.024253731343283583,249.0,0.05288870008496177,FD003,1.0,5,20
0.8,393,111,4177,27,0.06428571428571428,0.025886194029850745,246.0,0.052251486830926085,FD003,1.0,5,20
0.85,393,118,4170,27,0.06428571428571428,0.02751865671641791,253.0,0.053738317757009345,FD003,1.0,5,20
0.9,393,131,4157,27,0.06428571428571428,0.03055037313432836,266.0,0.05649957519116398,FD003,1.0,5,20
0.95,394,141,4147,26,0.06190476190476191,0.032882462686567165,271.0,0.057561597281223446,FD003,1.0,5,20
1.0,396,156,4132,24,0.05714285714285714,0.036380597014925374,276.0,0.05862361937128292,FD003,1.0,5,20
1.05,399,168,4120,21,0.05,0.03917910447761194,273.0,0.05798640611724724,FD003,1.0,5,20
1.1,401,182,4106,19,0.04523809523809524,0.042444029850746266,277.0,0.05883602378929482,FD003,1.0,5,20
1.15,403,194,4094,17,0.04047619047619048,0.045242537313432835,279.0,0.05926083262531861,FD003,1.0,5,20
1.2,404,209,4079,16,0.0380952380952381,0.04874067164179104,289.0,0.061384876805437555,FD003,1.0,5,20
1.25,404,226,4062,16,0.0380952380952381,0.052705223880597014,306.0,0.06499575191163977,FD003,1.0,5,20
1.3,406,251,4037,14,0.03333333333333333,0.05853544776119403,321.0,0.06818181818181818,FD003,1.0,5,20
1.35,406,274,4014,14,0.03333333333333333,0.06389925373134328,344.0,0.07306711979609176,FD003,1.0,5,20
1.4,407,295,3993,13,0.030952380952380953,0.06879664179104478,360.0,0.07646559048428207,FD003,1.0,5,20
1.45,409,321,3967,11,0.02619047619047619,0.07486007462686567,376.0,0.07986406117247238,FD003,1.0,5,20
1.5,412,338,3950,8,0.01904761904761905,0.07882462686567164,378.0,0.08028887000849617,FD003,1.0,5,20
1.55,415,359,3929,5,0.011904761904761904,0.08372201492537314,384.0,0.08156329651656755,FD003,1.0,5,20
1.6,416,376,3912,4,0.009523809523809525,0.08768656716417911,396.0,0.08411214953271028,FD003,1.0,5,20
1.65,417,402,3886,3,0.007142857142857143,0.09375,417.0,0.08857264231096007,FD003,1.0,5,20
1.7,417,428,3860,3,0.007142857142857143,0.09981343283582089,443.0,0.09409515717926933,FD003,1.0,5,20
1.75,417,468,3820,3,0.007142857142857143,0.10914179104477612,483.0,0.10259133389974512,FD003,1.0,5,20
1.8,417,511,3777,3,0.007142857142857143,0.11916977611940298,526.0,0.11172472387425658,FD003,1.0,5,20
1.85,417,550,3738,3,0.007142857142857143,0.12826492537313433,565.0,0.12000849617672048,FD003,1.0,5,20
1.9,418,581,3707,2,0.004761904761904762,0.13549440298507462,591.0,0.12553101104502973,FD003,1.0,5,20
1.95,418,637,3651,2,0.004761904761904762,0.14855410447761194,647.0,0.13742565845369584,FD003,1.0,5,20
2.0,418,675,3613,2,0.004761904761904762,0.1574160447761194,685.0,0.14549702633814784,FD003,1.0,5,20
0.0,338,28,4260,82,0.19523809523809524,0.0065298507462686565,848.0,0.18011894647408666,FD003,1.0,10,20
0.05,343,32,4256,77,0.18333333333333332,0.007462686567164179,802.0,0.17034834324553952,FD003,1.0,10,20
0.1,344,36,4252,76,0.18095238095238095,0.008395522388059701,796.0,0.16907391673746813,FD003,1.0,10,20
0.15,347,38,4250,73,0.1738095238095238,0.008861940298507462,768.0,0.1631265930331351,FD003,1.0,10,20
0.2,352,42,4246,68,0.1619047619047619,0.009794776119402986,722.0,0.15335598980458792,FD003,1.0,10,20
0.25,357,44,4244,63,0.15,0.010261194029850746,674.0,0.143160577740017,FD003,1.0,10,20
0.3,361,47,4241,59,0.14047619047619048,0.010960820895522388,637.0,0.1353016142735769,FD003,1.0,10,20
0.35,366,51,4237,54,0.12857142857142856,0.01189365671641791,591.0,0.12553101104502973,FD003,1.0,10,20
0.4,369,57,4231,51,0.12142857142857143,0.013292910447761194,567.0,0.12043330501274427,FD003,1.0,10,20
0.45,372,63,4225,48,0.11428571428571428,0.014692164179104478,543.0,0.1153355989804588,FD003,1.0,10,20
0.5,374,71,4217,46,0.10952380952380952,0.01655783582089552,531.0,0.11278674596431605,FD003,1.0,10,20
0.55,376,79,4209,44,0.10476190476190476,0.01842350746268657,519.0,0.11023789294817332,FD003,1.0,10,20
0.6,381,85,4203,39,0.09285714285714286,0.019822761194029852,475.0,0.10089209855564996,FD003,1.0,10,20
0.65,383,93,4195,37,0.0880952380952381,0.021688432835820896,463.0,0.09834324553950723,FD003,1.0,10,20
0.7,386,99,4189,34,0.08095238095238096,0.02308768656716418,439.0,0.09324553950722175,FD003,1.0,10,20
0.75,391,104,4184,29,0.06904761904761905,0.024253731343283583,394.0,0.08368734069668649,FD003,1.0,10,20
0.8,393,111,4177,27,0.06428571428571428,0.025886194029850745,381.0,0.08092608326253187,FD003,1.0,10,20
0.85,393,118,4170,27,0.06428571428571428,0.02751865671641791,388.0,0.08241291418861513,FD003,1.0,10,20
0.9,393,131,4157,27,0.06428571428571428,0.03055037313432836,401.0,0.08517417162276976,FD003,1.0,10,20
0.95,394,141,4147,26,0.06190476190476191,0.032882462686567165,401.0,0.08517417162276976,FD003,1.0,10,20
1.0,396,156,4132,24,0.05714285714285714,0.036380597014925374,396.0,0.08411214953271028,FD003,1.0,10,20
1.05,399,168,4120,21,0.05,0.03917910447761194,378.0,0.08028887000849617,FD003,1.0,10,20
1.1,401,182,4106,19,0.04523809523809524,0.042444029850746266,372.0,0.0790144435004248,FD003,1.0,10,20
1.15,403,194,4094,17,0.04047619047619048,0.045242537313432835,364.0,0.07731520815632965,FD003,1.0,10,20
1.2,404,209,4079,16,0.0380952380952381,0.04874067164179104,369.0,0.07837723024638912,FD003,1.0,10,20
1.25,404,226,4062,16,0.0380952380952381,0.052705223880597014,386.0,0.08198810535259134,FD003,1.0,10,20
1.3,406,251,4037,14,0.03333333333333333,0.05853544776119403,391.0,0.0830501274426508,FD003,1.0,10,20
1.35,406,274,4014,14,0.03333333333333333,0.06389925373134328,414.0,0.08793542905692438,FD003,1.0,10,20
1.4,407,295,3993,13,0.030952380952380953,0.06879664179104478,425.0,0.09027187765505522,FD003,1.0,10,20
1.45,409,321,3967,11,0.02619047619047619,0.07486007462686567,431.0,0.09154630416312659,FD003,1.0,10,20
1.5,412,338,3950,8,0.01904761904761905,0.07882462686567164,418.0,0.08878504672897196,FD003,1.0,10,20
1.55,415,359,3929,5,0.011904761904761904,0.08372201492537314,409.0,0.08687340696686491,FD003,1.0,10,20
1.6,416,376,3912,4,0.009523809523809525,0.08768656716417911,416.0,0.08836023789294817,FD003,1.0,10,20
1.65,417,402,3886,3,0.007142857142857143,0.09375,432.0,0.09175870858113849,FD003,1.0,10,20
1.7,417,428,3860,3,0.007142857142857143,0.09981343283582089,458.0,0.09728122344944774,FD003,1.0,10,20
1.75,417,468,3820,3,0.007142857142857143,0.10914179104477612,498.0,0.10577740016992354,FD003,1.0,10,20
1.8,417,511,3777,3,0.007142857142857143,0.11916977611940298,541.0,0.114910790144435,FD003,1.0,10,20
1.85,417,550,3738,3,0.007142857142857143,0.12826492537313433,580.0,0.1231945624468989,FD003,1.0,10,20
1.9,418,581,3707,2,0.004761904761904762,0.13549440298507462,601.0,0.1276550552251487,FD003,1.0,10,20
1.95,418,637,3651,2,0.004761904761904762,0.14855410447761194,657.0,0.13954970263381478,FD003,1.0,10,20
2.0,418,675,3613,2,0.004761904761904762,0.1574160447761194,695.0,0.14762107051826678,FD003,1.0,10,20
0.0,338,28,4260,82,0.19523809523809524,0.0065298507462686565,1668.0,0.3542905692438403,FD003,1.0,20,20
0.05,343,32,4256,77,0.18333333333333332,0.007462686567164179,1572.0,0.3338997451146984,FD003,1.0,20,20
0.1,344,36,4252,76,0.18095238095238095,0.008395522388059701,1556.0,0.33050127442650806,FD003,1.0,20,20
0.15,347,38,4250,73,0.1738095238095238,0.008861940298507462,1498.0,0.3181818181818182,FD003,1.0,20,20
0.2,352,42,4246,68,0.1619047619047619,0.009794776119402986,1402.0,0.2977909940526763,FD003,1.0,20,20
0.25,357,44,4244,63,0.15,0.010261194029850746,1304.0,0.27697536108751064,FD003,1.0,20,20
0.3,361,47,4241,59,0.14047619047619048,0.010960820895522388,1227.0,0.2606202209005947,FD003,1.0,20,20
0.35,366,51,4237,54,0.12857142857142856,0.01189365671641791,1131.0,0.24022939677145286,FD003,1.0,20,20
0.4,369,57,4231,51,0.12142857142857143,0.013292910447761194,1077.0,0.22875955819881053,FD003,1.0,20,20
0.45,372,63,4225,48,0.11428571428571428,0.014692164179104478,1023.0,0.21728971962616822,FD003,1.0,20,20
0.5,374,71,4217,46,0.10952380952380952,0.01655783582089552,991.0,0.2104927782497876,FD003,1.0,20,20
0.55,376,79,4209,44,0.10476190476190476,0.01842350746268657,959.0,0.20369583687340698,FD003,1.0,20,20
0.6,381,85,4203,39,0.09285714285714286,0.019822761194029852,865.0,0.18372982158028886,FD003,1.0,20,20
0.65,383,93,4195,37,0.0880952380952381,0.021688432835820896,833.0,0.17693288020390824,FD003,1.0,20,20
0.7,386,99,4189,34,0.08095238095238096,0.02308768656716418,779.0,0.16546304163126593,FD003,1.0,20,20
0.75,391,104,4184,29,0.06904761904761905,0.024253731343283583,684.0,0.14528462192013594,FD003,1.0,20,20
0.8,393,111,4177,27,0.06428571428571428,0.025886194029850745,651.0,0.13827527612574342,FD003,1.0,20,20
0.85,393,118,4170,27,0.06428571428571428,0.02751865671641791,658.0,0.13976210705182668,FD003,1.0,20,20
0.9,393,131,4157,27,0.06428571428571428,0.03055037313432836,671.0,0.1425233644859813,FD003,1.0,20,20
0.95,394,141,4147,26,0.06190476190476191,0.032882462686567165,661.0,0.14039932030586236,FD003,1.0,20,20
1.0,396,156,4132,24,0.05714285714285714,0.036380597014925374,636.0,0.135089209855565,FD003,1.0,20,20
1.05,399,168,4120,21,0.05,0.03917910447761194,588.0,0.12489379779099405,FD003,1.0,20,20
1.1,401,182,4106,19,0.04523809523809524,0.042444029850746266,562.0,0.11937128292268478,FD003,1.0,20,20
1.15,403,194,4094,17,0.04047619047619048,0.045242537313432835,534.0,0.11342395921835174,FD003,1.0,20,20
1.2,404,209,4079,16,0.0380952380952381,0.04874067164179104,529.0,0.11236193712829227,FD003,1.0,20,20
1.25,404,226,4062,16,0.0380952380952381,0.052705223880597014,546.0,0.11597281223449447,FD003,1.0,20,20
1.3,406,251,4037,14,0.03333333333333333,0.05853544776119403,531.0,0.11278674596431605,FD003,1.0,20,20
1.35,406,274,4014,14,0.03333333333333333,0.06389925373134328,554.0,0.11767204757858964,FD003,1.0,20,20
1.4,407,295,3993,13,0.030952380952380953,0.06879664179104478,555.0,0.11788445199660152,FD003,1.0,20,20
1.45,409,321,3967,11,0.02619047619047619,0.07486007462686567,541.0,0.114910790144435,FD003,1.0,20,20
1.5,412,338,3950,8,0.01904761904761905,0.07882462686567164,498.0,0.10577740016992354,FD003,1.0,20,20
1.55,415,359,3929,5,0.011904761904761904,0.08372201492537314,459.0,0.09749362786745965,FD003,1.0,20,20
1.6,416,376,3912,4,0.009523809523809525,0.08768656716417911,456.0,0.09685641461342395,FD003,1.0,20,20
1.65,417,402,3886,3,0.007142857142857143,0.09375,462.0,0.09813084112149532,FD003,1.0,20,20
1.7,417,428,3860,3,0.007142857142857143,0.09981343283582089,488.0,0.10365335598980459,FD003,1.0,20,20
1.75,417,468,3820,3,0.007142857142857143,0.10914179104477612,528.0,0.11214953271028037,FD003,1.0,20,20
1.8,417,511,3777,3,0.007142857142857143,0.11916977611940298,571.0,0.12128292268479185,FD003,1.0,20,20
1.85,417,550,3738,3,0.007142857142857143,0.12826492537313433,610.0,0.12956669498725573,FD003,1.0,20,20
1.9,418,581,3707,2,0.004761904761904762,0.13549440298507462,621.0,0.13190314358538657,FD003,1.0,20,20
1.95,418,637,3651,2,0.004761904761904762,0.14855410447761194,677.0,0.14379779099405268,FD003,1.0,20,20
2.0,418,675,3613,2,0.004761904761904762,0.1574160447761194,715.0,0.15186915887850466,FD003,1.0,20,20
0.0,338,28,4260,82,0.19523809523809524,0.0065298507462686565,4128.0,0.8768054375531011,FD003,1.0,50,20
0.05,343,32,4256,77,0.18333333333333332,0.007462686567164179,3882.0,0.824553950722175,FD003,1.0,50,20
0.1,344,36,4252,76,0.18095238095238095,0.008395522388059701,3836.0,0.8147833474936279,FD003,1.0,50,20
0.15,347,38,4250,73,0.1738095238095238,0.008861940298507462,3688.0,0.7833474936278675,FD003,1.0,50,20
0.2,352,42,4246,68,0.1619047619047619,0.009794776119402986,3442.0,0.7310960067969414,FD003,1.0,50,20
0.25,357,44,4244,63,0.15,0.010261194029850746,3194.0,0.6784197111299916,FD003,1.0,50,20
0.3,361,47,4241,59,0.14047619047619048,0.010960820895522388,2997.0,0.6365760407816483,FD003,1.0,50,20
0.35,366,51,4237,54,0.12857142857142856,0.01189365671641791,2751.0,0.5843245539507221,FD003,1.0,50,20
0.4,369,57,4231,51,0.12142857142857143,0.013292910447761194,2607.0,0.5537383177570093,FD003,1.0,50,20
0.45,372,63,4225,48,0.11428571428571428,0.014692164179104478,2463.0,0.5231520815632965,FD003,1.0,50,20
0.5,374,71,4217,46,0.10952380952380952,0.01655783582089552,2371.0,0.5036108751062022,FD003,1.0,50,20
0.55,376,79,4209,44,0.10476190476190476,0.01842350746268657,2279.0,0.4840696686491079,FD003,1.0,50,20
0.6,381,85,4203,39,0.09285714285714286,0.019822761194029852,2035.0,0.4322429906542056,FD003,1.0,50,20
0.65,383,93,4195,37,0.0880952380952381,0.021688432835820896,1943.0,0.4127017841971113,FD003,1.0,50,20
0.7,386,99,4189,34,0.08095238095238096,0.02308768656716418,1799.0,0.3821155480033985,FD003,1.0,50,20
0.75,391,104,4184,29,0.06904761904761905,0.024253731343283583,1554.0,0.33007646559048426,FD003,1.0,50,20
0.8,393,111,4177,27,0.06428571428571428,0.025886194029850745,1461.0,0.31032285471537807,FD003,1.0,50,20
0.85,393,118,4170,27,0.06428571428571428,0.02751865671641791,1468.0,0.31180968564146133,FD003,1.0,50,20
0.9,393,131,4157,27,0.06428571428571428,0.03055037313432836,1481.0,0.31457094307561595,FD003,1.0,50,20
0.95,394,141,4147,26,0.06190476190476191,0.032882462686567165,1441.0,0.3060747663551402,FD003,1.0,50,20
1.0,396,156,4132,24,0.05714285714285714,0.036380597014925374,1356.0,0.28802039082412917,FD003,1.0,50,20
1.05,399,168,4120,21,0.05,0.03917910447761194,1218.0,0.25870858113848766,FD003,1.0,50,20
1.1,401,182,4106,19,0.04523809523809524,0.042444029850746266,1132.0,0.24044180118946473,FD003,1.0,50,20
1.15,403,194,4094,17,0.04047619047619048,0.045242537313432835,1044.0,0.221750212404418,FD003,1.0,50,20
1.2,404,209,4079,16,0.0380952380952381,0.04874067164179104,1009.0,0.2143160577740017,FD003,1.0,50,20
1.25,404,226,4062,16,0.0380952380952381,0.052705223880597014,1026.0,0.2179269328802039,FD003,1.0,50,20
1.3,406,251,4037,14,0.03333333333333333,0.05853544776119403,951.0,0.20199660152931181,FD003,1.0,50,20
1.35,406,274,4014,14,0.03333333333333333,0.06389925373134328,974.0,0.2068819031435854,FD003,1.0,50,20
1.4,407,295,3993,13,0.030952380952380953,0.06879664179104478,945.0,0.20072217502124043,FD003,1.0,50,20
1.45,409,321,3967,11,0.02619047619047619,0.07486007462686567,871.0,0.18500424808836025,FD003,1.0,50,20
1.5,412,338,3950,8,0.01904761904761905,0.07882462686567164,738.0,0.15675446049277825,FD003,1.0,50,20
1.55,415,359,3929,5,0.011904761904761904,0.08372201492537314,609.0,0.12935429056924383,FD003,1.0,50,20
1.6,416,376,3912,4,0.009523809523809525,0.08768656716417911,576.0,0.12234494477485132,FD003,1.0,50,20
1.65,417,402,3886,3,0.007142857142857143,0.09375,552.0,0.11724723874256585,FD003,1.0,50,20
1.7,417,428,3860,3,0.007142857142857143,0.09981343283582089,578.0,0.12276975361087511,FD003,1.0,50,20
1.75,417,468,3820,3,0.007142857142857143,0.10914179104477612,618.0,0.1312659303313509,FD003,1.0,50,20
1.8,417,511,3777,3,0.007142857142857143,0.11916977611940298,661.0,0.14039932030586236,FD003,1.0,50,20
1.85,417,550,3738,3,0.007142857142857143,0.12826492537313433,700.0,0.14868309260832624,FD003,1.0,50,20
1.9,418,581,3707,2,0.004761904761904762,0.13549440298507462,681.0,0.14464740866610026,FD003,1.0,50,20
1.95,418,637,3651,2,0.004761904761904762,0.14855410447761194,737.0,0.15654205607476634,FD003,1.0,50,20
2.0,418,675,3613,2,0.004761904761904762,0.1574160447761194,775.0,0.16461342395921835,FD003,1.0,50,20
0.0,338,28,4260,82,0.19523809523809524,0.0065298507462686565,8228.0,1.7476635514018692,FD003,1.0,100,20
0.05,343,32,4256,77,0.18333333333333332,0.007462686567164179,7732.0,1.6423109600679695,FD003,1.0,100,20
0.1,344,36,4252,76,0.18095238095238095,0.008395522388059701,7636.0,1.6219201359388276,FD003,1.0,100,20
0.15,347,38,4250,73,0.1738095238095238,0.008861940298507462,7338.0,1.558623619371283,FD003,1.0,100,20
0.2,352,42,4246,68,0.1619047619047619,0.009794776119402986,6842.0,1.4532710280373833,FD003,1.0,100,20
0.25,357,44,4244,63,0.15,0.010261194029850746,6344.0,1.3474936278674596,FD003,1.0,100,20
0.3,361,47,4241,59,0.14047619047619048,0.010960820895522388,5947.0,1.2631690739167374,FD003,1.0,100,20
0.35,366,51,4237,54,0.12857142857142856,0.01189365671641791,5451.0,1.1578164825828376,FD003,1.0,100,20
0.4,369,57,4231,51,0.12142857142857143,0.013292910447761194,5157.0,1.0953695836873407,FD003,1.0,100,20
0.45,372,63,4225,48,0.11428571428571428,0.014692164179104478,4863.0,1.0329226847918436,FD003,1.0,100,20
0.5,374,71,4217,46,0.10952380952380952,0.01655783582089552,4671.0,0.9921410365335599,FD003,1.0,100,20
0.55,376,79,4209,44,0.10476190476190476,0.01842350746268657,4479.0,0.9513593882752761,FD003,1.0,100,20
0.6,381,85,4203,39,0.09285714285714286,0.019822761194029852,3985.0,0.8464316057774002,FD003,1.0,100,20
0.65,383,93,4195,37,0.0880952380952381,0.021688432835820896,3793.0,0.8056499575191164,FD003,1.0,100,20
0.7,386,99,4189,34,0.08095238095238096,0.02308768656716418,3499.0,0.7432030586236194,FD003,1.0,100,20
0.75,391,104,4184,29,0.06904761904761905,0.024253731343283583,3004.0,0.6380628717077316,FD003,1.0,100,20
0.8,393,111,4177,27,0.06428571428571428,0.025886194029850745,2811.0,0.5970688190314358,FD003,1.0,100,20
0.85,393,118,4170,27,0.06428571428571428,0.02751865671641791,2818.0,0.5985556499575191,FD003,1.0,100,20
0.9,393,131,4157,27,0.06428571428571428,0.03055037313432836,2831.0,0.6013169073916738,FD003,1.0,100,20
0.95,394,141,4147,26,0.06190476190476191,0.032882462686567165,2741.0,0.5822005097706032,FD003,1.0,100,20
1.0,396,156,4132,24,0.05714285714285714,0.036380597014925374,2556.0,0.5429056924384027,FD003,1.0,100,20
1.05,399,168,4120,21,0.05,0.03917910447761194,2268.0,0.4817332200509771,FD003,1.0,100,20
1.1,401,182,4106,19,0.04523809523809524,0.042444029850746266,2082.0,0.44222599830076464,FD003,1.0,100,20
1.15,403,194,4094,17,0.04047619047619048,0.045242537313432835,1894.0,0.40229396771452847,FD003,1.0,100,20
1.2,404,209,4079,16,0.0380952380952381,0.04874067164179104,1809.0,0.38423959218351744,FD003,1.0,100,20
1.25,404,226,4062,16,0.0380952380952381,0.052705223880597014,1826.0,0.3878504672897196,FD003,1.0,100,20
1.3,406,251,4037,14,0.03333333333333333,0.05853544776119403,1651.0,0.35067969413763805,FD003,1.0,100,20
1.35,406,274,4014,14,0.03333333333333333,0.06389925373134328,1674.0,0.35556499575191164,FD003,1.0,100,20
1.4,407,295,3993,13,0.030952380952380953,0.06879664179104478,1595.0,0.338785046728972,FD003,1.0,100,20
1.45,409,321,3967,11,0.02619047619047619,0.07486007462686567,1421.0,0.3018266779949023,FD003,1.0,100,20
1.5,412,338,3950,8,0.01904761904761905,0.07882462686567164,1138.0,0.24171622769753612,FD003,1.0,100,20
1.55,415,359,3929,5,0.011904761904761904,0.08372201492537314,859.0,0.1824553950722175,FD003,1.0,100,20
1.6,416,376,3912,4,0.009523809523809525,0.08768656716417911,776.0,0.16482582837723025,FD003,1.0,100,20
1.65,417,402,3886,3,0.007142857142857143,0.09375,702.0,0.14910790144435004,FD003,1.0,100,20
1.7,417,428,3860,3,0.007142857142857143,0.09981343283582089,728.0,0.1546304163126593,FD003,1.0,100,20
1.75,417,468,3820,3,0.007142857142857143,0.10914179104477612,768.0,0.1631265930331351,FD003,1.0,100,20
1.8,417,511,3777,3,0.007142857142857143,0.11916977611940298,811.0,0.17225998300764656,FD003,1.0,100,20
1.85,417,550,3738,3,0.007142857142857143,0.12826492537313433,850.0,0.18054375531011044,FD003,1.0,100,20
1.9,418,581,3707,2,0.004761904761904762,0.13549440298507462,781.0,0.1658878504672897,FD003,1.0,100,20
1.95,418,637,3651,2,0.004761904761904762,0.14855410447761194,837.0,0.17778249787595582,FD003,1.0,100,20
2.0,418,675,3613,2,0.004761904761904762,0.1574160447761194,875.0,0.18585386576040783,FD003,1.0,100,20
0.0,459,100,10805,591,0.5628571428571428,0.009170105456212746,1282.0,0.10723546633207863,FD004,1.0,2,20
